,M
13106,0.1539641
13107,0.17087293
13108,0.1502546
13109,0.100747384
13110,0.09701373
13111,0.08281478
13112,0.10477286
13113,0.10320296
13114,0.13273367
13115,0.14513327
13116,0.1396884
13117,0.119052365
13118,0.117211536
13119,0.064204864
13120,0.024425874
13121,0.04664873
13122,0.037549056
13123,0.084922425
13124,0.08708337
13125,0.085511275
13126,0.06332391
13127,0.03464226
13128,0.02941558
13129,-0.010010183
13130,0.027218208
13131,0.012386564
13132,0.026624082
13133,0.074296065
13134,0.03937712
13135,0.06478402
13136,-0.0039683594
13137,-0.028806888
13138,-0.032986663
13139,-0.06559563
13140,-0.012229802
13141,-0.007981178
13142,0.015353571
13143,0.015780952
13144,0.016065206
13145,-0.0014802698
13146,-0.018663516
13147,-0.037905887
13148,-0.040650852
13149,-0.047267783
13150,-0.023250282
13151,0.01666127
13152,-0.011440692
13153,0.030588504
13154,-0.023908915
13155,-0.041276056
13156,-0.048970897
13157,-0.064021856
13158,-0.044662133
13159,-0.03451332
13160,0.01567889
13161,0.0010511948
13162,0.038474407
13163,-0.012347076
13164,-0.011507381
13165,-0.0076650865
13166,-0.030848844
13167,0.00025938047
13168,-0.011218745
13169,0.031597927
13170,0.02813262
13171,0.050306022
13172,0.043172207
13173,0.05095676
13174,0.029301252
13175,0.027869316
13176,0.0584187
13177,0.046482153
13178,0.087374456
13179,0.08409221
13180,0.090169474
13181,0.08350624
13182,0.09490971
13183,0.07191407
13184,0.053669885
13185,0.07308848
13186,0.06576488
13187,0.07880462
13188,0.08606084
13189,0.062896825
13190,0.07380389
13191,0.057628974
13192,0.027856996
13193,0.051428437
13194,0.0006122478
13195,0.019814847
13196,0.028649926
13197,-0.0080156475
13198,0.010456331
13199,0.0020641603
13200,-0.03826449
13201,-0.057586234
13202,-0.07713352
13203,-0.084373325
13204,-0.09342905
13205,-0.097097434
13206,-0.08627079
13207,-0.12979226
13208,-0.10353115
13209,-0.15208331
13210,-0.17379457
13211,-0.19285728
13212,-0.25322834
13213,-0.23083197
13214,-0.24229406
13215,-0.1954834
13216,-0.1806237
13217,-0.18927272
13218,-0.19807288
13219,-0.23445414
13220,-0.22767772
13221,-0.21359313
13222,-0.24703617
13223,-0.22678463
13224,-0.18488117
13225,-0.17650506
13226,-0.11681107
13227,-0.10023632
13228,-0.11876162
13229,-0.13023123
13230,-0.13003148
13231,-0.12634888
13232,-0.09477698
13233,-0.054415423
13234,-0.04215586
13235,0.004625313
13236,0.043596134
13237,0.04069999
13238,0.028350627
13239,0.015118959
13240,-0.010917153
13241,0.009350937
13242,0.05420402
13243,0.0693336
13244,0.11936423
13245,0.14484088
13246,0.14574261
13247,0.16488884
13248,0.1257961
13249,0.09807988
13250,0.1030851
13251,0.071997225
13252,0.120197795
13253,0.17020042
13254,0.15826131
13255,0.18156934
13256,0.15521823
13257,0.13202749
13258,0.095331214
13259,0.09853726
13260,0.11511634
13261,0.10328033
13262,0.16225564
13263,0.13342403
13264,0.15079638
13265,0.14693853
13266,0.095497996
13267,0.076231495
13268,0.03366075
13269,0.044412408
13270,0.055721782
13271,0.10273323
13272,0.10288055
13273,0.117906764
13274,0.07466608
13275,0.038441516
13276,0.046062406
13277,-0.0032358046
13278,0.032571536
13279,0.02568621
13280,0.049375948
13281,0.04748347
13282,0.06329672
13283,0.04624931
13284,-0.0080972845
13285,-0.012045218
13286,-0.07652683
13287,-0.036091313
13288,-0.039426196
13289,-0.00013947379
13290,0.032634646
13291,0.024839671
13292,0.029240705
13293,-0.021016678
13294,0.0008675287
13295,-0.05669869
13296,-0.051357247
13297,-0.043854773
13298,-0.02989187
13299,-0.009475629
13300,-0.015303069
13301,0.01701343
13302,-0.03306902
13303,-0.038631514
13304,-0.09443098
13305,-0.0663005
13306,-0.050023366
13307,-0.046379965
13308,0.0068160477
13309,-0.011975406
13310,0.02322303
13311,-0.030587198
13312,-0.033239298
13313,-0.02050353
13314,-0.04506874
13315,-0.023337077
13316,-0.015450014
13317,0.022955017
13318,0.047888458
13319,0.044363555
13320,0.05656505
13321,0.041431777
13322,0.00561466
13323,0.012088651
13324,0.027958604
13325,0.06305271
13326,0.07407941
13327,0.08122365
13328,0.09829429
13329,0.071516395
13330,0.07305273
13331,0.068710215
13332,0.045116946
13333,0.06576597
13334,0.057186324
13335,0.07155559
13336,0.080155335
13337,0.07483777
13338,0.07141181
13339,0.05692956
13340,0.045653496
13341,0.005113872
13342,0.030825807
13343,0.0058243163
13344,0.012899689
13345,0.03766037
13346,-0.0063848207
13347,0.0011596745
13348,-0.02519102
13349,-0.06777475
13350,-0.067814425
13351,-0.090760924
13352,-0.115835816
13353,-0.11003323
13354,-0.12245132
13355,-0.11541422
13356,-0.12460836
13357,-0.15441737
13358,-0.19780903
13359,-0.23228364
13360,-0.23931508
13361,-0.23693582
13362,-0.21955924
13363,-0.21142802
13364,-0.2010605
13365,-0.2039654
13366,-0.23274428
13367,-0.22570685
13368,-0.20972662
13369,-0.23988539
13370,-0.25501135
13371,-0.23780896
13372,-0.19869636
13373,-0.13536923
13374,-0.094675966
13375,-0.12731487
13376,-0.140241
13377,-0.16849585
13378,-0.1389681
13379,-0.11645469
13380,-0.0811788
13381,-0.013911477
13382,-0.05179888
13383,0.038538665
13384,0.04052939
13385,0.033836212
13386,0.045913648
13387,-0.0016353966
13388,0.042289652
13389,0.05345751
13390,0.12160787
13391,0.1329104
13392,0.1236558
13393,0.16900942
13394,0.14998613
13395,0.1424919
13396,0.12895617
13397,0.098742925
13398,0.11414409
13399,0.12883766
13400,0.19105352
13401,0.23609994
13402,0.19422646
13403,0.17400359
13404,0.1356133
13405,0.11985919
13406,0.12330973
13407,0.108183175
13408,0.118727095
13409,0.1234634
13410,0.13984619
13411,0.15408441
13412,0.12762839
13413,0.118008226
13414,0.07249528
13415,0.026670141
13416,0.016512875
13417,0.025368692
13418,0.087267034
13419,0.07303748
13420,0.10164712
13421,0.07692095
13422,0.0051529114
13423,-4.1530773e-05
13424,-0.008753526
13425,0.02450874
13426,0.016549326
13427,0.050999902
13428,0.028926061
13429,0.041413568
13430,0.073433116
13431,0.040529232
13432,0.01823074
13433,-0.014156012
13434,-0.028065456
13435,-0.016616419
13436,0.07300923
13437,0.08002098
13438,0.08580642
13439,0.06542245
13440,0.031055788
13441,0.03001312
13442,0.01977125
13443,0.0351807
13444,0.015733564
13445,0.027244095
13446,0.03926699
13447,0.04326982
13448,0.05523507
13449,0.048879024
13450,0.0100415535
13451,-0.034716003
13452,-0.049572147
13453,-0.0144139705
13454,0.021203404
13455,0.03683314
13456,0.03677842
13457,0.036521822
13458,-0.0002898944
13459,0.0035859786
13460,0.026980314
13461,0.0014405642
13462,0.028340595
13463,0.01727379
13464,0.039621055
13465,0.058583982
13466,0.06088414
13467,0.07404383
13468,0.06885917
13469,0.05814178
13470,0.031017393
13471,0.06238484
13472,0.07910911
13473,0.11399072
13474,0.12277519
13475,0.09483933
13476,0.09447223
13477,0.052394733
13478,0.06879654
13479,0.0641724
13480,0.038815085
13481,0.038302362
13482,0.037907347
13483,0.064364634
13484,0.056986228
13485,0.07010952
13486,0.0025384836
13487,-0.035783455
13488,-0.03357166
13489,-0.057982367
13490,-0.040117674
13491,-0.047114722
13492,-0.076785035
13493,-0.08955788
13494,-0.10551992
13495,-0.1312714
13496,-0.14128946
13497,-0.20812237
13498,-0.19073898
13499,-0.23757562
13500,-0.2657992
13501,-0.23408754
13502,-0.27435005
13503,-0.26222485
13504,-0.32991135
13505,-0.3583495
13506,-0.32801676
13507,-0.21401936
13508,-0.12675849
13509,-0.15397564
13510,-0.22459087
13511,-0.36751023
13512,-0.36312318
13513,-0.24253501
13514,-0.097987294
13515,-0.062231693
13516,-0.15247093
13517,-0.14342594
13518,-0.08798475
13519,0.02980553
13520,0.09765434
13521,0.0012399493
13522,-0.14532119
13523,-0.17882904
13524,0.003547611
13525,0.19107571
13526,0.26063913
13527,0.19491076
13528,0.060793523
13529,0.019905174
13530,0.13985667
13531,0.2544842
13532,0.22297436
13533,0.10809626
13534,0.016282786
13535,0.07555837
13536,0.18956047
13537,0.28953058
13538,0.23645532
13539,0.07210758
13540,0.050712056
13541,0.061270755
13542,0.12518643
13543,0.15448317
13544,0.06841965
13545,-0.040496252
13546,-0.062488314
13547,0.0362937
13548,0.10409236
13549,0.1519311
13550,0.072920084
13551,-0.015721314
13552,-0.054752316
13553,-0.054987907
13554,-0.0016136173
13555,-0.016455848
13556,-0.020684106
13557,-0.0417988
13558,-0.03488532
13559,0.030810624
13560,0.06572215
13561,0.07270421
13562,-0.0007104543
13563,-0.09620335
13564,-0.083151475
13565,-0.0617806
13566,0.011169802
13567,0.09360803
13568,0.05773075
13569,0.0029663898
13570,0.014485161
13571,0.04641006
13572,0.077829935
13573,0.08638848
13574,0.049985677
13575,0.017774744
13576,0.019042823
13577,0.08819366
13578,0.11752361
13579,0.110003926
13580,0.044488728
13581,0.017188556
13582,0.069477
13583,0.12075416
13584,0.14160281
13585,0.08605543
13586,0.009819527
13587,-0.018533964
13588,0.026574232
13589,0.07963221
13590,0.122441605
13591,0.06197458
13592,0.03372328
13593,0.03778763
13594,0.05109825
13595,0.06395497
13596,-0.003821151
13597,-0.042421155
13598,-0.059787754
13599,-0.02833854
13600,0.025503162
13601,0.06735887
13602,0.04904441
13603,-0.012098199
13604,-0.032989137
13605,-0.025559673
13606,-0.022903793
13607,0.0070969677
13608,0.013630642
13609,-0.0011758297
13610,0.011056116
13611,0.04483873
13612,0.06654095
13613,0.066879086
13614,0.05332906
13615,0.03379392
13616,0.04813171
13617,0.05939432
13618,0.09291419
13619,0.077758856
13620,0.07556013
13621,0.063203566
13622,0.0875645
13623,0.12992361
13624,0.1158909
13625,0.13533671
13626,0.06876819
13627,0.0632729
13628,0.068070404
13629,0.06892753
13630,0.08367761
13631,0.047203388
13632,0.0666983
13633,0.042559102
13634,0.042035125
13635,0.023799159
13636,-0.04212737
13637,-0.060713254
13638,-0.118226714
13639,-0.10464944
13640,-0.093747936
13641,-0.10621741
13642,-0.100698546
13643,-0.16050127
13644,-0.17474946
13645,-0.2125093
13646,-0.24583584
13647,-0.28414792
13648,-0.29361555
13649,-0.3129808
13650,-0.33830875
13651,-0.32784665
13652,-0.37307027
13653,-0.3540685
13654,-0.3712699
13655,-0.26231936
13656,-0.16073118
13657,-0.21810591
13658,-0.2593027
13659,-0.3685553
13660,-0.4116467
13661,-0.30437285
13662,-0.14422843
13663,-0.0336379
13664,-0.058908902
13665,-0.13123544
13666,-0.053570926
13667,-0.029416278
13668,0.050050918
13669,0.06082204
13670,-0.09271422
13671,-0.07378252
13672,0.010737694
13673,0.26538473
13674,0.34606785
13675,0.29008597
13676,0.16084568
13677,0.0076495884
13678,0.14333722
13679,0.23076752
13680,0.30771494
13681,0.20033535
13682,0.08045703
13683,0.13371518
13684,0.19982201
13685,0.32871956
13686,0.28067327
13687,0.087757885
13688,0.0043173293
13689,0.040532
13690,0.10084434
13691,0.17268379
13692,0.08965183
13693,-0.050799053
13694,-0.10870369
13695,-0.0010656666
13696,0.12756962
13697,0.120003924
13698,0.07406322
13699,-0.1131494
13700,-0.1532097
13701,-0.10846442
13702,-0.030009978
13703,0.033699438
13704,-0.08339398
13705,-0.056426257
13706,-0.04955912
13707,0.0026602233
13708,0.097406775
13709,0.018290432
13710,-0.09039298
13711,-0.17593023
13712,-0.09937426
13713,0.028730202
13714,0.11085999
13715,0.11615174
13716,0.041024122
13717,-0.0190707
13718,0.011003589
13719,0.111076616
13720,0.1128586
13721,0.07321385
13722,0.021862417
13723,0.022762142
13724,0.11410889
13725,0.2048436
13726,0.20090476
13727,0.113441624
13728,0.0215746
13729,-0.0029661073
13730,0.07148735
13731,0.12728333
13732,0.10812384
13733,0.030267287
13734,-0.023013951
13735,0.0023102812
13736,0.1101553
13737,0.14729118
13738,0.08617557
13739,-0.019880481
13740,-0.08653154
13741,-0.025097774
13742,0.015980357
13743,0.036838815
13744,-0.0036609496
13745,-0.06324183
13746,-0.048207294
13747,0.017018119
13748,0.07035487
13749,0.028152876
13750,-0.06370001
13751,-0.11630904
13752,-0.068849996
13753,0.024229547
13754,0.080320306
13755,0.06784694
13756,0.028141875
13757,0.018466333
13758,0.061252657
13759,0.09835235
13760,0.116447344
13761,0.07983181
13762,0.010490331
13763,0.05783393
13764,0.12060875
13765,0.16011937
13766,0.15168828
13767,0.09722824
13768,0.07776453
13769,0.09336062
13770,0.1607811
13771,0.15547909
13772,0.087986775
13773,0.038783055
13774,0.010755599
13775,0.05207434
13776,0.096798725
13777,0.10016661
13778,0.0402214
13779,-0.025500352
13780,0.01740594
13781,0.0142919505
13782,0.0051773787
13783,-0.022072237
13784,-0.12047335
13785,-0.14085637
13786,-0.11896893
13787,-0.07014327
13788,-0.096389785
13789,-0.16473915
13790,-0.21422541
13791,-0.24374682
13792,-0.23366702
13793,-0.21785149
13794,-0.25850958
13795,-0.31583318
13796,-0.34741032
13797,-0.34338492
13798,-0.31797457
13799,-0.3568756
13800,-0.36249617
13801,-0.32898372
13802,-0.1687498
13803,-0.16953216
13804,-0.24539965
13805,-0.30285746
13806,-0.4673626
13807,-0.3648594
13808,-0.20310745
13809,-0.030990416
13810,0.004310457
13811,-0.10649391
13812,-0.09689818
13813,-0.037318297
13814,0.012308182
13815,0.031528417
13816,-0.03291839
13817,-0.12844364
13818,0.0063014543
13819,0.23952618
13820,0.34024662
13821,0.29475805
13822,0.15646505
13823,-0.008183815
13824,0.058109157
13825,0.23940952
13826,0.30420372
13827,0.2395549
13828,0.112512276
13829,0.14810063
13830,0.22532077
13831,0.32115355
13832,0.30913654
13833,0.10996086
13834,-0.0026023025
13835,0.059300095
13836,0.1685004
13837,0.19973779
13838,0.08709206
13839,-0.0365962
13840,-0.0872901
13841,0.014670565
13842,0.16765626
13843,0.13158114
13844,0.033940032
13845,-0.11261133
13846,-0.1333238
13847,-0.07537676
13848,-0.0071499636
13849,0.0104359295
13850,-0.11542771
13851,-0.08527612
13852,-0.014443482
13853,0.018439444
13854,0.03131944
13855,-0.046397887
13856,-0.16328236
13857,-0.18214855
13858,-0.08178499
13859,0.02420375
13860,0.08145497
13861,0.044405695
13862,-0.013576693
13863,-0.044001497
13864,-0.028176945
13865,0.026132068
13866,0.052246857
13867,0.026273187
13868,0.01686243
13869,0.06431405
13870,0.12186504
13871,0.160766
13872,0.15434393
13873,0.098696776
13874,0.039339457
13875,0.041465767
13876,0.10202383
13877,0.15699583
13878,0.11111893
13879,0.03315195
13880,0.01711207
13881,0.034707844
13882,0.13667762
13883,0.16517077
13884,0.10497691
13885,0.04770154
13886,-0.019900579
13887,0.025191408
13888,0.056140076
13889,0.039473277
13890,0.005687462
13891,-0.05186259
13892,-0.016852578
13893,0.044677924
13894,0.0691334
13895,0.02244588
13896,-0.06569246
13897,-0.08514356
13898,-0.034534037
13899,0.03407644
13900,0.08002574
13901,0.05396269
13902,0.0003405249
13903,0.025847834
13904,0.048142605
13905,0.06081212
13906,0.07187573
13907,0.009856309
13908,-0.0005627316
13909,0.055819735
13910,0.12323007
13911,0.1566079
13912,0.12323292
13913,0.05032593
13914,0.04395787
13915,0.090516366
13916,0.1380036
13917,0.16837825
13918,0.088092044
13919,0.058966693
13920,0.029114675
13921,0.05569327
13922,0.11023715
13923,0.0656882
13924,0.024433505
13925,-0.034388084
13926,0.013479191
13927,0.040810216
13928,0.044094507
13929,-0.0018443496
13930,-0.08070628
13931,-0.09115748
13932,-0.08903549
13933,-0.04227949
13934,-0.09206656
13935,-0.15755314
13936,-0.20132439
13937,-0.21006587
13938,-0.1702815
13939,-0.17189288
13940,-0.20607063
13941,-0.26294425
13942,-0.300742
13943,-0.31615943
13944,-0.3054279
13945,-0.32355586
13946,-0.37028703
13947,-0.2985716
13948,-0.13278389
13949,-0.121812545
13950,-0.17837258
13951,-0.2705441
13952,-0.43939772
13953,-0.41423088
13954,-0.24888235
13955,-0.07199704
13956,-0.03912452
13957,-0.13412613
13958,-0.08802294
13959,-0.052891903
13960,-0.024217231
13961,0.03361983
13962,-0.07424383
13963,-0.16194189
13964,-0.046846475
13965,0.1850311
13966,0.29753575
13967,0.260634
13968,0.13931113
13969,-0.005498398
13970,0.051895376
13971,0.21331406
13972,0.2825232
13973,0.19501914
13974,0.097237624
13975,0.12770955
13976,0.2183451
13977,0.29930702
13978,0.28343868
13979,0.11404735
13980,-0.009825463
13981,0.08493708
13982,0.17457674
13983,0.16811198
13984,0.08071773
13985,-0.040738504
13986,-0.08135006
13987,0.0399412
13988,0.17480245
13989,0.13481127
13990,0.013100963
13991,-0.09400507
13992,-0.1336609
13993,-0.08387569
13994,-0.0049879123
13995,-0.025848096
13996,-0.0879546
13997,-0.08513062
13998,-0.013341267
13999,0.021504352
14000,-0.010173808
14001,-0.05180105
14002,-0.14387216
14003,-0.18392494
14004,-0.096236326
14005,0.008953232
14006,0.057479504
14007,0.026444277
14008,-0.010090622
14009,-0.046892885
14010,-0.07476456
14011,-0.0011121188
14012,0.031254668
14013,0.026278062
14014,0.016325818
14015,0.046932627
14016,0.12410729
14017,0.13750134
14018,0.12341551
14019,0.08131186
14020,0.011955501
14021,0.013214059
14022,0.094570935
14023,0.14686094
14024,0.1232075
14025,0.04350261
14026,0.038109858
14027,0.07023414
14028,0.13271461
14029,0.17246488
14030,0.0986905
14031,0.014500043
14032,-0.013278408
14033,0.011859454
14034,0.059640188
14035,0.048025183
14036,-0.0013677387
14037,-0.012753441
14038,-0.01062579
14039,0.057509914
14040,0.036814403
14041,-0.0069615054
14042,-0.06741472
14043,-0.07349875
14044,-0.005482988
14045,0.028365653
14046,0.088288166
14047,0.015432089
14048,-0.0011116844
14049,0.0024598518
14050,0.009776532
14051,0.031063212
14052,0.01604523
14053,0.021820625
14054,0.033320215
14055,0.0744836
14056,0.10420609
14057,0.12799121
14058,0.08085095
14059,0.06670091
14060,0.07338479
14061,0.09646922
14062,0.15705314
14063,0.15276049
14064,0.10633232
14065,0.08891039
14066,0.075411245
14067,0.070743434
14068,0.10827568
14069,0.0950865
14070,0.06359678
14071,0.051889636
14072,0.04138366
14073,0.05008415
14074,0.017021608
14075,-0.03272004
14076,-0.049890433
14077,-0.07552199
14078,-0.07371028
14079,-0.06121208
14080,-0.10108569
14081,-0.17715885
14082,-0.17852105
14083,-0.2346182
14084,-0.23122375
14085,-0.2047328
14086,-0.27222514
14087,-0.25704885
14088,-0.3209074
14089,-0.32285336
14090,-0.34607884
14091,-0.38440272
14092,-0.34260413
14093,-0.25882757
14094,-0.16959237
14095,-0.19562787
14096,-0.20111004
14097,-0.33328018
14098,-0.40712702
14099,-0.28179064
14100,-0.16080308
14101,-0.06321087
14102,-0.0797169
14103,-0.12073651
14104,-0.0813874
14105,-0.04812805
14106,0.029109921
14107,0.02057568
14108,-0.12127905
14109,-0.070575126
14110,0.10577352
14111,0.25113675
14112,0.30651063
14113,0.21228808
14114,0.08153775
14115,0.03622753
14116,0.17599633
14117,0.31518334
14118,0.27305374
14119,0.1600151
14120,0.110996254
14121,0.19759305
14122,0.30079868
14123,0.3405455
14124,0.23916656
14125,0.036391053
14126,0.06798013
14127,0.17945066
14128,0.21833694
14129,0.20420119
14130,0.043690547
14131,-0.03943648
14132,0.0065755276
14133,0.14337805
14134,0.18788879
14135,0.07018684
14136,-0.044487327
14137,-0.110312894
14138,-0.09272491
14139,-0.045268707
14140,-0.014046735
14141,-0.08189529
14142,-0.11212597
14143,-0.031087507
14144,0.02351373
14145,0.010163663
14146,-0.059879478
14147,-0.15691233
14148,-0.20861876
14149,-0.15534694
14150,-0.039672185
14151,0.021123007
14152,-0.004461007
14153,-0.0068118717
14154,-0.014174145
14155,-0.04044758
14156,-0.039706387
14157,-0.03768054
14158,-0.06691681
14159,-0.05744914
14160,0.033545427
14161,0.09226577
14162,0.1187415
14163,0.103904665
14164,0.05234338
14165,0.033815816
14166,-0.007841827
14167,0.03832052
14168,0.105085954
14169,0.093929015
14170,0.08801764
14171,0.07483387
14172,0.08321173
14173,0.07797404
14174,0.096692145
14175,0.08779244
14176,0.037721112
14177,0.013969658
14178,0.033952285
14179,0.05741359
14180,0.06261645
14181,0.044587374
14182,0.00023370866
14183,0.00028212066
14184,0.032211524
14185,0.056769717
14186,0.026984787
14187,-0.03303931
14188,-0.07700293
14189,-0.034693412
14190,0.011180629
14191,0.03522956
14192,0.03211413
14193,-0.014047478
14194,-0.008450388
14195,0.003223235
14196,0.01560242
14197,0.040181257
14198,0.02427672
14199,0.03479409
14200,0.08692225
14201,0.11330737
14202,0.1347262
14203,0.09617707
14204,0.074935004
14205,0.06488957
14206,0.08591204
14207,0.1262843
14208,0.1448516
14209,0.15871201
14210,0.12544286
14211,0.13641943
14212,0.10454278
14213,0.08267359
14214,0.07530739
14215,0.048837163
14216,0.053733256
14217,0.066913515
14218,0.08207736
14219,0.037985675
14220,-0.009735367
14221,-0.050014548
14222,-0.08502908
14223,-0.068935975
14224,-0.07266861
14225,-0.10241974
14226,-0.14338313
14227,-0.19414811
14228,-0.18831322
14229,-0.20946021
14230,-0.21807192
14231,-0.24638346
14232,-0.32228732
14233,-0.31901473
14234,-0.3066503
14235,-0.32871872
14236,-0.36745602
14237,-0.3694868
14238,-0.26375175
14239,-0.18136138
14240,-0.22612853
14241,-0.20262325
14242,-0.32407326
14243,-0.44878772
14244,-0.29539698
14245,-0.1726662
14246,-0.087730326
14247,-0.12365714
14248,-0.15216635
14249,-0.10975203
14250,-0.08625109
14251,-0.0015279665
14252,-0.014366713
14253,-0.1266718
14254,-0.13890092
14255,0.048411768
14256,0.20704724
14257,0.23930706
14258,0.21621192
14259,0.0645595
14260,0.011377481
14261,0.15050067
14262,0.26352814
14263,0.25366682
14264,0.16616775
14265,0.12816058
14266,0.17186353
14267,0.28892514
14268,0.33009174
14269,0.26265603
14270,0.11910213
14271,0.08028549
14272,0.21150538
14273,0.25653052
14274,0.24316068
14275,0.12723123
14276,0.0058009382
14277,0.010650014
14278,0.12288767
14279,0.1799206
14280,0.112931445
14281,0.024263917
14282,-0.030628793
14283,-0.0031892662
14284,0.016382216
14285,0.037578367
14286,-0.05068353
14287,-0.13777053
14288,-0.07296671
14289,0.02143025
14290,0.025585504
14291,0.016924484
14292,-0.061947968
14293,-0.18457034
14294,-0.12857625
14295,-0.06916264
14296,0.006069859
14297,-0.0020372588
14298,-0.042968385
14299,-0.024877561
14300,-0.010915294
14301,0.014680746
14302,0.011701153
14303,-0.012148873
14304,-0.074761175
14305,-0.01574978
14306,0.05654374
14307,0.10092586
14308,0.11622371
14309,0.053638387
14310,0.009630553
14311,0.03848533
14312,0.07278862
14313,0.09579871
14314,0.11720795
14315,0.034644485
14316,0.019822393
14317,0.051370732
14318,0.08476067
14319,0.093695164
14320,0.06206669
14321,0.037929986
14322,0.018863866
14323,0.042503253
14324,0.05786967
14325,0.049192667
14326,0.0054714517
14327,-0.021968417
14328,-0.0055299792
14329,0.057438266
14330,0.056806758
14331,0.020039741
14332,-0.044473764
14333,-0.08805927
14334,-0.03262367
14335,0.006433844
14336,0.06255313
14337,0.03547743
14338,-0.00970525
14339,-0.015213809
14340,0.00042738114
14341,0.03071021
14342,-0.004937081
14343,-0.017780405
14344,-0.017418724
14345,0.042448033
14346,0.11923271
14347,0.12585318
14348,0.10268229
14349,0.050255336
14350,0.02905158
14351,0.049271736
14352,0.0967193
14353,0.13161741
14354,0.10582918
14355,0.07317528
14356,0.08226539
14357,0.101416044
14358,0.10457966
14359,0.0740172
14360,0.040864453
14361,0.029556384
14362,0.030605678
14363,0.058275383
14364,0.04025559
14365,-0.0034296277
14366,-0.043279156
14367,-0.07764606
14368,-0.07331783
14369,-0.073472895
14370,-0.09936005
14371,-0.14819258
14372,-0.19944578
14373,-0.21384189
14374,-0.23286079
14375,-0.24550436
14376,-0.24386798
14377,-0.29626778
14378,-0.313893
14379,-0.32443553
14380,-0.3526728
14381,-0.36483595
14382,-0.32278955
14383,-0.20290186
14384,-0.20482965
14385,-0.23363622
14386,-0.21790664
14387,-0.34266743
14388,-0.3890173
14389,-0.24704768
14390,-0.16811697
14391,-0.15466556
14392,-0.12905909
14393,-0.07524695
14394,-0.03451481
14395,-0.029667936
14396,0.012404391
14397,-0.04703651
14398,-0.15701513
14399,-0.048674144
14400,0.11118934
14401,0.18180917
14402,0.22869618
14403,0.1901035
14404,0.104605295
14405,0.11672232
14406,0.20606507
14407,0.20755962
14408,0.14797638
14409,0.09501817
14410,0.13457292
14411,0.22866975
14412,0.29031354
14413,0.3194364
14414,0.19263464
14415,0.09216751
14416,0.120779626
14417,0.16437176
14418,0.16468263
14419,0.12737033
14420,0.07017681
14421,0.0082385335
14422,0.07927875
14423,0.14671236
14424,0.097129755
14425,0.030504184
14426,-0.02957
14427,-0.03717599
14428,0.0048263185
14429,0.022388197
14430,-0.0020789222
14431,-0.09486743
14432,-0.12155941
14433,-0.032786507
14434,-0.0022239164
14435,0.012957074
14436,-0.005035378
14437,-0.08591125
14438,-0.117812656
14439,-0.080751054
14440,-0.028558737
14441,-0.016855123
14442,-0.033936735
14443,-0.020311635
14444,0.0038603498
14445,0.030049019
14446,0.0653187
14447,0.03981899
14448,-0.008101909
14449,-0.016883891
14450,0.027937636
14451,0.09655452
14452,0.11012309
14453,0.1078095
14454,0.08111096
14455,0.039183088
14456,0.08582747
14457,0.12502849
14458,0.11426945
14459,0.08670811
14460,0.057292577
14461,0.040967297
14462,0.05651803
14463,0.095550105
14464,0.087436214
14465,0.052905865
14466,0.03358663
14467,0.055656135
14468,0.059401464
14469,0.054115526
14470,0.008860699
14471,-0.04061456
14472,-0.056362495
14473,-0.03138373
14474,0.049111415
14475,0.029936384
14476,-0.008410835
14477,-0.02733409
14478,-0.06776174
14479,-0.053508095
14480,-0.019326454
14481,-0.03925076
14482,-0.050663125
14483,-0.052648418
14484,-0.014185753
14485,0.03960877
14486,0.03136784
14487,0.017704092
14488,-0.022426682
14489,-0.032339282
14490,0.016105339
14491,0.07199793
14492,0.06456858
14493,0.04621329
14494,0.045898538
14495,0.037952174
14496,0.0831446
14497,0.10058525
14498,0.07331194
14499,0.07575062
14500,0.055759456
14501,0.06235405
14502,0.0825153
14503,0.06444174
14504,0.042208597
14505,0.0036516502
14506,0.019283246
14507,0.036563993
14508,0.05684456
14509,0.022134354
14510,-0.036884125
14511,-0.06933588
14512,-0.101946235
14513,-0.085942246
14514,-0.08725221
14515,-0.102359414
14516,-0.1581286
14517,-0.18550672
14518,-0.19489506
14519,-0.20482875
14520,-0.23068921
14521,-0.27677688
14522,-0.30827484
14523,-0.33117574
14524,-0.3163437
14525,-0.28095266
14526,-0.19106318
14527,-0.17539711
14528,-0.23712166
14529,-0.23285162
14530,-0.26390505
14531,-0.36172545
14532,-0.31131333
14533,-0.21008861
14534,-0.1828591
14535,-0.11802773
14536,-0.0879124
14537,-0.05495185
14538,-0.022966143
14539,-0.040321086
14540,-0.015337186
14541,-0.07156176
14542,-0.12130359
14543,0.015919156
14544,0.1068179
14545,0.15693018
14546,0.22385593
14547,0.1821383
14548,0.12719463
14549,0.16688713
14550,0.21387365
14551,0.17253645
14552,0.12176322
14553,0.1205477
14554,0.15132885
14555,0.22908819
14556,0.3195279
14557,0.28634012
14558,0.16559717
14559,0.12167211
14560,0.14937222
14561,0.15661569
14562,0.13528588
14563,0.098328345
14564,0.006981567
14565,0.004973189
14566,0.11572944
14567,0.16037352
14568,0.11584178
14569,0.03230975
14570,-0.030490076
14571,-0.042270783
14572,-0.0021389427
14573,0.021636866
14574,-0.01904934
14575,-0.10010324
14576,-0.09306015
14577,-0.01313062
14578,0.024371954
14579,0.0403142
14580,-0.013729647
14581,-0.08210063
14582,-0.0840924
14583,-0.042656563
14584,-0.00580275
14585,0.008196406
